"@id ","O11 Eqp Manufacturer ","O11 Eqp Model ","O11 Eqp Model Num ","O11 Eqp Description ","O11 Eqp Memory ","O11 Eqp Harddrive ","O11 Eqp Processor ","O11 Eqp Features ","O11 Eqp Accessories ","O11 Eqp Toner Type ","O11 Eqp Purchase Date ","O11 Eqp Warrenty Type ","O11 Eqp Warrenty Length ","O11 Eqp Warrenty End Date ","O11 Eqp Lease Term ","O11 Eqp Term Length ","O11 Eqp Lease End Date ","O11 Eqp Service Type ","O11 Eqp Service Vendor ","O11 Eqp Service Start Date ","O11 Eqp Service Length ","O11 Eqp Type "
"","","","","","","","","Thunderbolt port","","","","","","","","","","","","","",""
"MBP13M12","Apple","MacBook Pro","MBP13M12","FY2013 MacBook Pro 13 Mid 2012","4GB 1600MHz DDR3","500GB 5400RPM","2.5GHz dual-core Intel Core i5","SuperDrive","Power Adapter","","2012-06-11","Apple Limited Warranty","1 YEAR","2015-06-12","","","","","","","","Laptop"
"","","","","","","","","13.3”" LCD","Mini-Display to VGA Adapter","","","","","","","","","","","","",""
"","","","","","","","","Intel HD Graphics 3000","","","","","","","","","","","","","",""
"","","","","","","","","Thunderbolt Port","","","","","","","","","","","","","",""
"MBP15RM12a","Apple","MacBook Pro","MBP15RM12a","FY2013 MB Pro Retina 15 M 2012","8GB 1600MHz DDR3L","256GB Flash Storage","2.3GHz quad-core Intel Core i7","15.4"" LCD","Power Adapter","","2012-06-30","Apple Limited Warranty","3 YEAR","2015-07-01","","","","","","","","Laptop"
"","","","","","","","","Retina Display","Mini-Display to VGA Adapter","","","","","","","","","","","","",""
"","","","","","","","","Flash Storage","","","","","","","","","","","","","",""
"","","","","","","","","NVIDIA GeForce GT650M graphics","","","","","","","","","","","","","",""
"","","","","","","","","2 Thunderbolt Ports","","","","","","","","","","","","","",""
"MBAIR11M12d","Apple","MacBook Air","MBAIR11M12d","FY2013 11 MBAir Student Model","4GB  DDR3 1600MHz","128 GB Flash Storage","1.7 GHz dual-core Intel i5","11.6 LCD","Power Adapter","","2012-12-05","Apple Limited Warranty","3 YEAR","2015-12-06","","","","","","","","Laptop"
"","","","","","","","","Thunderbolt Port","Video Adapter","","","","","","","","","","","","",""
"MBP15M12f","Apple","MacBook Pro","MBP15M12f","FY2013 MacBook Pro 15 Mid 2012","4GB 1600MHz DDR3","500GB 5400RPM","2.3GHz quad-core Intel Core i7","SuperDrive","Power Adapter","","2013-02-12","Apple Limited Warranty","3 YEAR","2016-02-13","","","","","","","","Laptop"
"","","","","","","","","15.4"" LCD","Mini-Display to VGA Adapter","","","","","","","","","","","","",""
"","","","","","","","","AMD Radeon HD 6490M","","","","","","","","","","","","","",""
"","","","","","","","","Thunderbolt Port","","","","","","","","","","","","","",""
"MBAIR13M13c","Apple","MacBook Air","MBAIR13M13c","FY2014 13 MBAir","8 GB  DDR3","256 GB","1.7 GHz Intel Dual-Core Corei7","13.3”" LCD","Power Adapter","","2014-02-13","Apple Limited Warranty","3 YEAR","2017-02-14","","","","","","","","Laptop"
"","","","","","","","","Solid State Hard Drive","Video Adapter","","","","","","","","","","","","",""
"","","","","","","","","Thunderbolt Port","","","","","","","","","","","","","",""
"iPadM_2014_16Wd","Apple","iPad","MF432LL-A","FY2014 iPadM WiFi 16 GB","","16 GB","","WiFi (802.11 a/b/g/n)","10W USB Power Adapter","","2014-05-06","Apple Limited Warranty","1 YEAR","2015-05-07","","","","","","","","Handheld"
"","","","","","","","","Bluetooth 4.0","Lightening to USB cable","","","","","","","","","","","","",""
"daVinci_1.0_AiO","XYZPrinting","1.0 AiO","3S10AXUS00C","da Vinci 1.0 AiO 3D Printer","","","","","","","2015-03-11","Manufacturer's Warranty","1 YEAR","2016-03-12","","","","","","","","Printer"
"MBPR13E15b","Apple","MacBook Pro","MBPR13E15b","FY2015 MacBook Pro Retina 13 E 2015","8GB 1600MHz DDR3","256GB 5400RPM","2.7GHz dual-core Intel Core i5","13.3”" LCD","Power Adapter","","2015-05-06","Apple Limited Warranty","3 YEAR","2018-05-07","","","","","","","","Laptop"
"","","","","","","","","Thunderbolt Port","Mini-Display to VGA Adapter","","","","","","","","","","","","",""
"","","","","","","","","Intel Iris Graphics 6100","","","","","","","","","","","","","",""
"","","","","","","","","HDMI video output","","","","","","","","","","","","","",""
"","","","","","","","","SDXC card slot","","","","","","","","","","","","","",""
"XPS139360d","Dell","XPS13","XPS139360","FY18 Dell XPS13 9360 i5","8GB LPDDR3 1866MHz","256GB M.2 PCIe SSD","3.1 GHz Intel Core i5-7200U","13.3” LCD","USBC to USB Adapter","","2018-04-29","ProSupport","3 YEAR","2021-05-01","","","","","","","","Laptop"
"","","","","","","",""," Intel(R) HD Graphics 615","30W Power Adapter","","","","","","","","","","","","",""
"MBP132019a","Apple","MacBook Pro","MBP132019a","FY20 MacBook Pro 13 2019","8GB 2133MHz LPDDR3","256GB 5400RPM","2.3GHz dual-core 8th Gen i5","13.3”" LCD","USB-C Mobile Adapter","","2019-06-08","Apple Limited Warranty","3 YEAR","2022-06-09","","","","","","","","Laptop"
"","","","","","","","","Intel Iris Plus Graphics 655","USB-C Power Adapter","","","","","","","","","","","","",""
"","","","","","","","","4x Thunderbolt 3 ports","","","","","","","","","","","","","",""
"","","","","","","","","Touch Bar and Touch ID","","","","","","","","","","","","","",""
"MBAIR13R2018c","Apple","MacBook Air","MBAIR13R2018c","FY20 MacBook Air13 Retina 2018","8GB 2133MHz LPDDR3 SDRAM","256GB 5400RPM","1.6GHz dual-core 8th gen i5","13.3”" Retina LCD","USB-C Mobile Adapter","","2019-06-12","Apple Limited Warranty","3 YEAR","2022-06-13","","","","","","","","Laptop"
"","","","","","","","","2 Thunderbolt 3 (USB-C) ports","USB-C Power Adapter","","","","","","","","","","","","",""
"","","","","","","","","Intel UHD Graphics 617","","","","","","","","","","","","","",""
"","","","","","","","","Touch ID","","","","","","","","","","","","","",""
"MBP132017d","Apple","MacBook Pro","MBP132017d","FY20 MacBook Pro 13 2017","8GB 2133MHz LPDDR3 SDRAM","128GB 5400RPM","2.3GHz dual-core Intel Core i5","13.3”" LCD","Power Adapter","","2019-06-15","Apple Limited Warranty","3 YEAR","2022-06-16","","","","","","","","Laptop"
"","","","","","","","","HDMI video output","Mini-Display to VGA Adapter","","","","","","","","","","","","",""
"","","","","","","","","SDXC card slot","","","","","","","","","","","","","",""
"","","","","","","","","Intel Iris Plus Graphics 640","","","","","","","","","","","","","",""
"","","","","","","","","2x Thunderbolt 3 ports","","","","","","","","","","","","","",""
"Wacom24HD","Wacom","DTK2420K0","DTK2420K0","Wacom Cintiq Pro24HD CreativeP","","","","","","","2021-05-25","Manufacturer","2 YEAR","2023-05-24","","","","","","","","Tablet PC"
"MBAIR13M12020h","Apple","MacBook Air","MBAIR13M12020","FY22 MacBook Air13 2020","8GB memory","256GB SSD","M1 chip with 8-core CPU","13.3”" Retina LCD","USB-C Mobile Adapter","","2022-03-14","Apple Limited Warranty","3 YEAR","2025-03-15","","","","","","","","Laptop"
"","","","","","","","","Touch ID","USB-C Power Adapter","","","","","","","","","","","","",""
"","","","","","","","","2 Thunderbolt/USB 4 ports","","","","","","","","","","","","","",""
"","","","","","","","","Wi-Fi 6 and Bluetooth 5","","","","","","","","","","","","","",""
"","","","","","","","","7 core GPU","","","","","","","","","","","","","",""
"","","","","","","","","8 core CPU","","","","","","","","","","","","","",""
"iPhone2009_16","Apple","iPhone","MB705LL-A","FY2009 iPhone 16 GB Model","","16 GB","","","USB 2.0 cable","","2008-08-20","Apple Limited Warranty","1 YEAR","2009-08-19","","","","","","","","Handheld"
"","","","","","","","","","Earphones","","","","","","","","","","","","",""
"","","","","","","","","","USB Power Adapter","","","","","","","","","","","","",""
"IntelNUC11i7","Dell","IntelNUC8i5","","Copy of FY20 Intel NUC8 i5","16GB DDR4 2400SODIMM","500GB SSD","2.3 GHz Intel Core i5-8259U","Intel Iris Plus Graphics","125V Power Cord","","2019-06-20","Manufacturer Warranty","3 YEAR","2022-08-26","","","","","","","","Desktop"
"","","","","","","","","Thunderbolt 3","","","","","","","","","","","","","",""
"","","","","","","","","HDMI port","","","","","","","","","","","","","",""
"","","","","","","","","Bluetooth 4.2","","","","","","","","","","","","","",""
"","","","","","","","","4 USB 3.0 ports","","","","","","","","","","","","","",""
"MM2023a","Apple","Mac Mini","Z170000FT","FY24 Mac Mini M2 Pro 2023","32 GB Unified","1 TB SSD","10c CPU","HDMI port","Power Adapter","","2023-06-25","Apple Limited Warranty","3 YEAR","2026-06-26","","","","","","","","Desktop"
"","","","","","","","","Four Thunderbolt 4 Ports","","","","","","","","","","","","","",""
"","","","","","","","","1 GB Ethernet Port","","","","","","","","","","","","","",""
"","","","","","","","","Two USB A Ports","","","","","","","","","","","","","",""
"","","","","","","","","WiFi 6E & Bluetooth 5.3","","","","","","","","","","","","","",""
"LAT7440b","Dell","Latitude","LAT7440","FY24 Dell Latitude 7440 i7","16GB LPDDR5 4800 MT/s","512GB SSD","13th Gen Intel Core i7-1355U","Intel IRIS Xe Graphics","65w AC Adapter USB-C","","2023-07-28","ProSupportPlus","3 YEAR","2026-07-27","","","","","","","","Laptop"
"","","","","","","","","14.0"" LCD","","","","","","","","","","","","","",""
"","","","","","","","","Intel WiFi 6E  AX211","","","","","","","","","","","","","",""
"","","","","","","","","57WHr Battery","","","","","","","","","","","","","",""
"Dell_65w","Dell","","HA65NM170","Dell 65w AC Adapter","","","","","","","","","","","","","","","","","","Adaptor"
"D4600A","Dell","Dimension","D4600","Dell Dimension 4600 Desktop A","256 MB","80 GB","2.8 GHz with HT Technology","10/100/100 NIC","Optical Mouse USB","","2004-05-26","Next Business Day (P & L)","3 YEAR","2007-05-25","","","","","","","","Desktop"
"","","","","","","","","NVidia GEForce FX5200 128 MB","Dell Quiet Keyboard","","","","","","","","","","","","",""
"","","","","","","","","CD-ROM 48X","Dell A215 Speakers","","","","","","","","","","","","",""
"","","","","","","","","CD-RW 48X","19"" CRT Monitor","","","","","","","","","","","","",""
"","","","","","","","","Integrated Audio","","","","","","","","","","","","","",""
"Prolinea","Compaq","Prolinea","","Compaq Prolinea Desktop","","","","","","","","","","","","","","","","","","Desktop"
"M70","Dell","Precision","M70","Student Life for Chapel","1 GB DDR2 PC2400 SDRAM","60GB EIDE/ATA 100 5400 rpm","2.0 GHz Intel Pentium M","10/100/1000 Ethernet LAN ","90-Watt AC Power Adapter","","2006-01-15","Next Day Business Day On-Site","3 YEAR","2009-01-15","","","","","","","","Laptop"
"","","","","","","","","56K v.92 Internal Modem","","","","","","","","","","","","","",""
"","","","","","","","","CD-RW/DVD Combo Drive","","","","","","","","","","","","","",""
"","","","","","","","","USB 2.0","","","","","","","","","","","","","",""
"","","","","","","","","Intel PRO/Wireless 2915 ABG","","","","","","","","","","","","","",""
"","","","","","","","","15.4"" Wide SXGA TFT LCD","","","","","","","","","","","","","",""
"D600aL","Dell","Latitude","D600a","Loaner","512 MB DDR PC2100 SDRAM","40GB EIDE/ATA 100 5400 rpm","1.4 GHz Intel Pentium M","14.1"" SXGA TFT LCD","65-Watt AC Power Adapter","","2004-03-05","Next Day Business Day On-Site","3 YEAR","2007-03-04","","","","","","","","Laptop"
"","","","","","","","","TrueMobile 1400 ABG Wireless","Ethernet Cable","","","","","","","","","","","","",""
"","","","","","","","","10/100/1000 Ethernet LAN","","","","","","","","","","","","","",""
"","","","","","","","","56K v.92 Internal Modem","","","","","","","","","","","","","",""
"","","","","","","","","CD-RW/DVD Combo Drive","","","","","","","","","","","","","",""
"","","","","","","","","USB 2.0","","","","","","","","","","","","","",""
"E3110","Gateway","E3110","","Gateway E3110 Desktop","","","","","","","","","","","","","","","","","","Desktop"
"LJ 4000","HP","LJ 4000","","HP 4000 Laserjet Printer","","","","","","","","","","","","","","","","","","Printer"
"iPodTouch2009d","Apple","iPod Touch","MB531LL-A","FY2009 iPod Touch G2  Model D","","16 GB","","","USB 2.0 cable","","2008-11-05","Apple Limited Warranty","1 YEAR","2009-11-04","","","","","","","","Handheld"
"","","","","","","","","","Earphones","","","","","","","","","","","","",""
"iMac24_2008E","Apple","iMac","iMac 24"" (Early 2008)","iMAC w 24""  Built-in LCD","2 GB","Unknown","3.06 GHz","","","","2008-05-12","Apple Care ONSITE ORANGE","3 YEAR","2011-05-11","","","","","","","","Desktop"
"iPod_2010_32a","Apple","iPod Touch","MB533LL-A","FY2010 iPod Touch G2 32GB","","32 GB","","","USB 2.0 cable","","2009-09-02","Apple Limited Warranty","1 YEAR","2010-09-01","","","","","","","","Handheld"
"","","","","","","","","","Earphones","","","","","","","","","","","","",""
"MBP15M09c","Apple","MacBook Pro","MBP15M09c","FY2010 MacBook Pro 15 Mid 2009","4GB 1066 DDR3","320 GB 5400RPM","2.66 GHz Core 2 Duo","SuperDrive","Power Adapter","","2009-12-05","Apple Limited Warranty","3 YEAR","2012-12-04","","","","","","","","Laptop"
"","","","","","","","","15.4"" LCD","Mini-Display to VGA Adapter","","","","","","","","","","","","",""
"","","","","","","","","GeForce 9400M and  9600M GT","","","","","","","","","","","","","",""
"MBP13M10a","Apple","MacBook Pro","MBP13M10a","FY2011 MacBook Pro 13 Mid 2010","4GB 1066 DDR3","250 GB 5400RPM","2.4 GHz Core 2 Duo","SuperDrive","Power Adapter","","2010-05-04","Apple Limited Warranty","3 YEAR","2013-04-30","","","","","","","","Laptop"
"","","","","","","","","15.4"" LCD","Mini-Display to VGA Adapter","","","","","","","","","","","","",""
"","","","","","","","","NVIDIA GeForce 320M","","","","","","","","","","","","","",""
"MB13L09b","Apple","MacBook","MB13L09b","FY2011 MacBook Late 2009","2GB 1066 DDR3","250 GB","2.26 GHz Core Duo","DVD-RW","Power Adapter","","2010-05-05","Apple Limited Warranty","3 YEAR","2013-05-04","","","","","","","","Laptop"
"","","","","","","","","13.3”" LCD","Mini-Display Port VGA Adapter","","","","","","","","","","","","",""
"","","","","","","","","GeForce 9400M","","","","","","","","","","","","","",""
"MBP13E11a","Apple","MacBook Pro","MBP13E11a","FY2012 MacBook Pro 13 Ear 2011","4GB 1333MHz DDR3","320GB 5400RPM","2.3GHz dual-core Intel Core i5","SuperDrive","Power Adapter","","2011-03-26","Apple Limited Warranty","3 YEAR","2014-03-25","","","","","","","","Laptop"
"","","","","","","","","13.3”" LCD","Mini-Display to VGA Adapter","","","","","","","","","","","","",""
"","","","","","","","","Intel HD Graphics 3000","","","","","","","","","","","","","",""
"iPad_2011_16Wx","Apple","iPad","MB292LL-A","FY2011 iPad WIFI 16GB Exchange","","16 GB","","WiFi (802.11 a/b/g/n)","USB 2.0 cable","","2010-08-23","Apple Limited Warranty","1 YEAR","2011-08-22","","","","","","","","Handheld"
"","","","","","","","","Bluetooth 2.1","10W USB Power Adapter","","","","","","","","","","","","",""
"XD430U","Mitsubishi","XD430U","XD430U","Mitsubishi XD430U Projector","","","","","","","","","","","","","","","","","","Projector"
"iPad16Ca","Apple","iPad","MC349LL-A","FY2011 iPad WIFI + 3G 16 GB","","16 GB","","WiFi (802.11 a/b/g/n)","USB 2.0 cable","","2010-05-24","Apple Limited Warranty","1 YEAR","2011-05-25","","","","","","","","Handheld"
"","","","","","","","","Bluetooth 2.1","Earphones","","","","","","","","","","","","",""
"","","","","","","","","","10W USB Power Adapter","","","","","","","","","","","","",""
"iPad_2011_32Ca","Apple","iPad","MC496LL-A","FY2011 iPad WIFI + 3G 32 GB","","32 GB","","WiFi (802.11 a/b/g/n)","USB 2.0 cable","","2010-08-23","Apple Limited Warranty","1 YEAR","2011-08-22","","","","","","","","Handheld"
"","","","","","","","","Bluetooth 2.1","10W USB Power Adapter","","","","","","","","","","","","",""
"MBP15E08f","Apple","MacBook Pro","MBP15E08f","FY2009 MacBook Pro Dec 2008","2GB 667 DDR2","200 GB","2.4 GHz Core 2 Duo","DVD-RW","Power Adapter","","2008-09-20","Apple Limited Warranty","1 YEAR","2009-11-09","","","","","","","","Laptop"
"","","","","","","","","GForce 8600M 256 MB VRAM","","","","","","","","","","","","","",""
"","","","","","","","","15.4"" LCD","","","","","","","","","","","","","",""
"iPh4_2011_32x","Apple","iPhone","MC610LL-A","iPhone 4 32 GB FY2011 Exchange","","32 GB","","","USB 2.0 cable","","2010-08-23","Apple Limited Warranty","1 YEAR","2011-08-22","","","","","","","","Handheld"
"","","","","","","","","","Earphones","","","","","","","","","","","","",""
"","","","","","","","","","USB Power Adapter","","","","","","","","","","","","",""
"iPad2_2012_32Wa","Apple","iPad","MC770LL-A","FY2012 iPad2 WIFI 32 GB","","16 GB","","WiFi (802.11 a/b/g/n)","USB 2.0 cable","","2011-08-15","Apple Limited Warranty","1 YEAR","2012-08-16","","","","","","","","Handheld"
"","","","","","","","","Bluetooth 2.1","10W USB Power Adapter","","","","","","","","","","","","",""
"MB13M10l","Apple","MacBook","MB13M10l","Loaner FY2012 MacBook Mid 2010","2GB 1066 DDR3","250 GB","2.4 GHz Core Duo","DVD-RW","Power Adapter","","2011-05-18","Apple Limited Warranty","3 YEAR","2014-05-19","","","","","","","","Laptop"
"","","","","","","","","13.3”" LCD","Mini-DVI to VGA Adapter","","","","","","","","","","","","",""
"","","","","","","","","nVidia GeForce 320M","","","","","","","","","","","","","",""
"iPad2_2012_16Wc","Apple","iPad","MC769LL-A","FY2012 iPad2 WIFI 16 GB","","16 GB","","WiFi (802.11 a/b/g/n)","USB 2.0 cable","","2012-01-30","Apple Limited Warranty","1 YEAR","2013-01-29","","","","","","","","Handheld"
"","","","","","","","","Bluetooth 2.1","10W USB Power Adapter","","","","","","","","","","","","",""
"MBP13L11e","Apple","MacBook Pro","MBP13L11e","FY2012 MacBook Pro 13 Lat 2011","4GB 1333MHz DDR3","500GB 5400RPM","2.4GHz dual-core Intel Core i5","SuperDrive","Power Adapter","","2012-02-06","Apple Limited Warranty","1 YEAR","2015-02-06","","","","","","","","Laptop"
"","","","","","","","","13.3”" LCD","Mini-Display to VGA Adapter","","","","","","","","","","","","",""
"","","","","","","","","Intel HD Graphics 3000","","","","","","","","","","","","","",""
"MBAIR11M12","Apple","MacBook Air","MBAIR11M12","FY2013 MacBook Air","4GB  DDR3 1600MHz","128 GB Flash Storage","1.7 GHz dual-core Intel i5","11.6"" LCD","Power Adapter","","2012-06-19","Apple Limited Warranty","3 YEAR","2015-06-20","","","","","","","","Laptop"
"","","","","","","","","Thunderbolt Port","Ethernet Adapter","","","","","","","","","","","","",""
"","","","","","","","","","Video Adapter","","","","","","","","","","","","",""
"MBP15RM12b","Apple","MacBook Pro","MBP15RM12b","FY2013 MB Pro Retina 15 M 2012","8GB 1600MHz DDR3L","256GB Flash Storage","2.3GHz quad-core Intel Core i7","15.4"" LCD","Power Adapter","","2012-09-30","Apple Limited Warranty","3 YEAR","2015-10-01","","","","","","","","Laptop"
"","","","","","","","","Retina Display","Mini-Display to VGA Adapter","","","","","","","","","","","","",""
"","","","","","","","","Flash Storage","","","","","","","","","","","","","",""
"","","","","","","","","NVIDIA GeForce GT650M graphics","","","","","","","","","","","","","",""
"","","","","","","","","2 Thunderbolt Ports","","","","","","","","","","","","","",""
"MBAIR11M12e","Apple","MacBook Air","MBAIR11M12e","FY2013 11 MBAir Student Model","4GB  DDR3 1600MHz","128 GB Flash Storage","1.7 GHz dual-core Intel i5","11.6 LCD","Power Adapter","","2013-01-21","Apple Limited Warranty","3 YEAR","2016-01-22","","","","","","","","Laptop"
